kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5776,0.7724,0.8026,0.6246,0.8358
Telecom/Radar,30,0.6444,1.0,1.0,0.5767,0.9336
Software Eng/IT,22,0.5758,0.8636,0.9545,0.6992,0.8793
NLP,5,0.3833,0.8,0.8,0.45,0.9318
ML/Forecasting,4,0.875,1.0,1.0,0.5833,0.9245
Drone/UAV,4,0.5833,1.0,1.0,0.6667,0.9452
E-Nose/Sensor,3,0.4444,0.7778,1.0,0.8333,0.6065
