kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5901,0.9162,0.9474,0.7042,0.9012
Telecom/Radar,30,0.8611,0.9667,0.9667,0.792,0.9006
Software Eng/IT,22,0.4591,0.9091,1.0,0.7976,0.9072
NLP,5,0.34,1.0,1.0,0.6333,0.9242
ML/Forecasting,4,0.875,1.0,1.0,0.6667,0.9396
Drone/UAV,4,0.7083,1.0,1.0,0.7833,0.9455
E-Nose/Sensor,3,0.25,0.7778,1.0,0.6111,0.931
