kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6138,0.7724,0.8026,0.6032,0.8704
Telecom/Radar,30,0.7,1.0,1.0,0.6227,0.9347
Software Eng/IT,22,0.6818,0.9091,1.0,0.6325,0.8666
NLP,5,0.3833,0.8,0.8,0.6333,0.9261
ML/Forecasting,4,1.0,1.0,1.0,0.6,0.9212
Drone/UAV,4,0.5833,1.0,1.0,0.6667,0.9448
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.3333,0.3063
