kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6575,0.8561,0.9079,0.6116,0.8887
Telecom/Radar,30,0.8667,0.9667,0.9667,0.5879,0.9058
Software Eng/IT,22,0.6326,0.9091,1.0,0.7609,0.9172
NLP,5,0.5667,0.8,0.8,0.75,0.9183
ML/Forecasting,4,1.0,1.0,1.0,0.7917,0.9185
Drone/UAV,4,0.7083,1.0,1.0,0.4875,0.9401
E-Nose/Sensor,3,0.3056,0.7778,1.0,0.3333,0.3056
