kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.4842,0.8342,0.8684,0.6628,0.8948
Telecom/Radar,30,0.5278,1.0,1.0,0.6789,0.9365
Software Eng/IT,22,0.4462,0.9167,0.9545,0.6371,0.9072
NLP,5,0.2667,1.0,1.0,0.65,0.916
ML/Forecasting,4,0.7083,1.0,1.0,0.6375,0.908
Drone/UAV,4,0.4583,1.0,1.0,0.75,0.9293
E-Nose/Sensor,3,0.3167,0.7778,1.0,0.6111,0.8985
