kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5577,0.9132,0.9474,0.6829,0.9008
Telecom/Radar,30,0.8167,1.0,1.0,0.765,0.9379
Software Eng/IT,22,0.4879,0.9394,1.0,0.772,0.9104
NLP,5,0.4,1.0,1.0,0.7333,0.9288
ML/Forecasting,4,0.875,1.0,1.0,0.8125,0.933
Drone/UAV,4,0.5833,1.0,1.0,0.7833,0.9447
E-Nose/Sensor,3,0.2778,0.7778,1.0,0.5556,0.9048
