kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5816,0.7658,0.8026,0.6416,0.8602
Telecom/Radar,30,0.6444,1.0,1.0,0.6211,0.9314
Software Eng/IT,22,0.5492,0.8182,0.9091,0.6817,0.8602
NLP,5,0.3833,0.8,0.8,0.7333,0.9287
ML/Forecasting,4,0.875,1.0,1.0,0.625,0.9275
Drone/UAV,4,0.5417,1.0,1.0,0.5833,0.9381
E-Nose/Sensor,3,0.3889,0.7778,1.0,0.3333,0.6098
