kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.7478,0.8671,0.9211,0.7127,0.9019
Telecom/Radar,30,0.9,0.9667,0.9667,0.6356,0.9064
Software Eng/IT,22,0.6136,0.7121,0.8182,0.7111,0.8746
NLP,5,0.3333,0.6,0.6,0.7867,0.9271
ML/Forecasting,4,1.0,1.0,1.0,0.8021,0.923
Drone/UAV,4,0.875,0.875,1.0,0.75,0.9533
E-Nose/Sensor,3,0.3333,0.7778,1.0,0.6667,0.2936
