kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6623,0.8934,0.9474,0.6309,0.8994
Telecom/Radar,30,0.8833,0.9667,0.9667,0.6644,0.9017
Software Eng/IT,22,0.5417,0.8485,0.9545,0.6576,0.9105
NLP,5,0.5,1.0,1.0,0.6833,0.8989
ML/Forecasting,4,0.875,1.0,1.0,0.825,0.9466
Drone/UAV,4,0.875,0.875,1.0,0.6167,0.9568
E-Nose/Sensor,3,0.2778,0.7778,1.0,0.3889,0.9019
