kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6656,0.8496,0.8947,0.6393,0.9036
Telecom/Radar,30,0.85,0.9667,0.9667,0.6178,0.9051
Software Eng/IT,22,0.6553,0.9091,1.0,0.7886,0.9056
NLP,5,0.5667,0.8,0.8,0.7167,0.9269
ML/Forecasting,4,1.0,1.0,1.0,0.7917,0.9188
Drone/UAV,4,0.6667,1.0,1.0,0.5,0.9459
E-Nose/Sensor,3,0.3056,0.7778,1.0,0.7083,0.5847
