kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5879,0.8276,0.8684,0.5998,0.8837
Telecom/Radar,30,0.8833,1.0,1.0,0.53,0.9361
Software Eng/IT,22,0.6288,0.8712,0.9545,0.5985,0.9049
NLP,5,0.1167,0.4,0.4,0.4933,0.9255
ML/Forecasting,4,0.7083,1.0,1.0,0.5833,0.9314
Drone/UAV,4,0.75,1.0,1.0,0.7,0.9411
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.6667,0.9063
