kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6838,0.8759,0.9211,0.6857,0.9114
Telecom/Radar,30,0.8167,0.9667,0.9667,0.6155,0.9031
Software Eng/IT,22,0.6288,0.8788,0.9545,0.7826,0.9078
NLP,5,0.5333,0.8,0.8,0.58,0.9322
ML/Forecasting,4,1.0,1.0,1.0,0.5417,0.9361
Drone/UAV,4,0.5833,1.0,1.0,0.6333,0.9401
E-Nose/Sensor,3,0.3333,0.7778,1.0,0.6667,0.5851
