kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6513,0.8496,0.8947,0.6437,0.8897
Telecom/Radar,30,0.8333,0.9667,0.9667,0.6006,0.9066
Software Eng/IT,22,0.6439,0.9242,1.0,0.7008,0.9089
NLP,5,0.5667,0.8,0.8,0.875,0.7437
ML/Forecasting,4,1.0,1.0,1.0,0.8333,0.9227
Drone/UAV,4,0.5833,1.0,1.0,0.8667,0.9393
E-Nose/Sensor,3,0.3333,0.7778,1.0,0.6667,0.5991
