kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5875,0.7855,0.8158,0.6044,0.8637
Telecom/Radar,30,0.65,1.0,1.0,0.5461,0.9355
Software Eng/IT,22,0.6439,0.8409,0.9091,0.669,0.862
NLP,5,0.4,0.8,0.8,0.6333,0.9145
ML/Forecasting,4,0.875,1.0,1.0,0.5833,0.9031
Drone/UAV,4,0.5833,1.0,1.0,0.75,0.9417
E-Nose/Sensor,3,0.4444,0.7778,1.0,0.1111,0.6113
