kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6044,0.7618,0.8026,0.6432,0.8609
Telecom/Radar,30,0.6444,0.9667,0.9667,0.6622,0.9364
Software Eng/IT,22,0.5492,0.8788,0.9545,0.6857,0.865
NLP,5,0.3833,0.8,0.8,0.7,0.9237
ML/Forecasting,4,0.875,1.0,1.0,0.6875,0.9141
Drone/UAV,4,0.625,1.0,1.0,0.6667,0.933
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.6667,0.6117
