kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.1789,0.8382,0.8553,0.5285,0.703
Telecom/Radar,30,0.2,1.0,1.0,0.5872,0.9344
Software Eng/IT,22,0.2364,0.9394,0.9545,0.7302,0.8191
NLP,5,0.12,0.6,0.6,0.6,0.7231
ML/Forecasting,4,0.2,1.0,1.0,0.4583,0.6963
Drone/UAV,4,0.25,1.0,1.0,0.5833,0.9448
E-Nose/Sensor,3,0.2,0.7778,1.0,0.775,0.5851
