kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.7478,0.8671,0.9211,0.6178,0.9031
Telecom/Radar,30,0.9,0.9667,0.9667,0.6374,0.9049
Software Eng/IT,22,0.6136,0.7121,0.8182,0.6865,0.8766
NLP,5,0.3333,0.6,0.6,0.7167,0.9279
ML/Forecasting,4,1.0,1.0,1.0,0.8542,0.9255
Drone/UAV,4,0.875,0.875,1.0,0.45,0.9473
E-Nose/Sensor,3,0.3333,0.7778,1.0,0.4167,0.6234
