kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5805,0.8039,0.8421,0.6453,0.8542
Telecom/Radar,30,0.5778,1.0,1.0,0.6161,0.9341
Software Eng/IT,22,0.572,0.8182,0.9091,0.6222,0.8742
NLP,5,0.3833,1.0,1.0,0.5667,0.9312
ML/Forecasting,4,1.0,1.0,1.0,0.7083,0.9174
Drone/UAV,4,0.625,1.0,1.0,0.6042,0.9298
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.7083,0.609
