kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6232,0.8474,0.8816,0.6196,0.8493
Telecom/Radar,30,0.6444,1.0,1.0,0.5467,0.9348
Software Eng/IT,22,0.6061,0.8182,0.9091,0.5189,0.9162
NLP,5,0.4,0.8,0.8,0.6,0.9163
ML/Forecasting,4,1.0,1.0,1.0,0.6667,0.9262
Drone/UAV,4,0.4583,1.0,1.0,0.8333,0.9326
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.4722,0.6187
