kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5901,0.9162,0.9474,0.7121,0.9123
Telecom/Radar,30,0.8611,0.9667,0.9667,0.8006,0.903
Software Eng/IT,22,0.4591,0.9091,1.0,0.6689,0.907
NLP,5,0.34,1.0,1.0,0.7233,0.9178
ML/Forecasting,4,0.875,1.0,1.0,0.7083,0.9282
Drone/UAV,4,0.7083,1.0,1.0,0.7208,0.9417
E-Nose/Sensor,3,0.25,0.7778,1.0,0.7778,0.9192
