kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6599,0.8583,0.9079,0.6634,0.9029
Telecom/Radar,30,0.9,0.9667,0.9667,0.6563,0.9034
Software Eng/IT,22,0.6591,0.9091,1.0,0.6545,0.9151
NLP,5,0.6667,1.0,1.0,0.4833,0.9319
ML/Forecasting,4,1.0,1.0,1.0,0.8333,0.939
Drone/UAV,4,0.6667,1.0,1.0,0.5833,0.9557
E-Nose/Sensor,3,0.2778,0.7778,1.0,0.8889,0.9084
