kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6623,0.8934,0.9474,0.7243,0.912
Telecom/Radar,30,0.8833,0.9667,0.9667,0.6971,0.9051
Software Eng/IT,22,0.5417,0.8485,0.9545,0.7311,0.9083
NLP,5,0.5,1.0,1.0,0.6167,0.9203
ML/Forecasting,4,0.875,1.0,1.0,0.6458,0.9445
Drone/UAV,4,0.875,0.875,1.0,0.5958,0.9467
E-Nose/Sensor,3,0.2778,0.7778,1.0,0.5278,0.9332
