kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6623,0.8934,0.9474,0.7178,0.9094
Telecom/Radar,30,0.8833,0.9667,0.9667,0.6914,0.9033
Software Eng/IT,22,0.5417,0.8485,0.9545,0.714,0.9096
NLP,5,0.5,1.0,1.0,0.7333,0.9267
ML/Forecasting,4,0.875,1.0,1.0,0.625,0.9515
Drone/UAV,4,0.875,0.875,1.0,0.5,0.945
E-Nose/Sensor,3,0.2778,0.7778,1.0,0.5,0.9419
