kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6346,0.8184,0.8553,0.6155,0.9011
Telecom/Radar,30,0.7833,0.9667,0.9667,0.6319,0.9022
Software Eng/IT,22,0.6136,0.9242,1.0,0.753,0.9149
NLP,5,0.5667,0.8,0.8,0.6042,0.7432
ML/Forecasting,4,1.0,1.0,1.0,0.7917,0.9315
Drone/UAV,4,0.6667,1.0,1.0,0.75,0.9502
E-Nose/Sensor,3,0.3333,0.7778,1.0,0.4444,0.5924
