kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6294,0.7461,0.7763,0.5098,0.7949
Telecom/Radar,30,0.7833,1.0,1.0,0.5517,0.938
Software Eng/IT,22,0.6591,0.803,0.9091,0.6111,0.8751
NLP,5,0.7,1.0,1.0,0.5667,0.7319
ML/Forecasting,4,1.0,1.0,1.0,0.5625,0.9142
Drone/UAV,4,0.7083,1.0,1.0,0.75,0.9181
E-Nose/Sensor,3,0.2778,0.4444,0.6667,0.0,0.0
