kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5901,0.9162,0.9474,0.7336,0.9123
Telecom/Radar,30,0.8611,0.9667,0.9667,0.7724,0.9007
Software Eng/IT,22,0.4591,0.9091,1.0,0.7432,0.9082
NLP,5,0.34,1.0,1.0,0.71,0.9161
ML/Forecasting,4,0.875,1.0,1.0,0.625,0.9287
Drone/UAV,4,0.7083,1.0,1.0,0.6458,0.9462
E-Nose/Sensor,3,0.25,0.7778,1.0,0.6944,0.9249
