kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6522,0.832,0.8816,0.6686,0.9051
Telecom/Radar,30,0.8833,0.9667,0.9667,0.6753,0.9036
Software Eng/IT,22,0.5985,0.9091,1.0,0.7773,0.913
NLP,5,0.5667,0.8,0.8,0.7167,0.9202
ML/Forecasting,4,1.0,1.0,1.0,0.6667,0.9238
Drone/UAV,4,0.6667,1.0,1.0,0.5,0.9516
E-Nose/Sensor,3,0.3056,0.7778,1.0,1.0,0.3054
