kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6491,0.7504,0.7895,0.5077,0.7773
Telecom/Radar,30,0.75,0.9667,0.9667,0.5733,0.9344
Software Eng/IT,22,0.6439,0.8182,0.9091,0.6254,0.8691
NLP,5,0.4,0.6,0.6,0.6167,0.931
ML/Forecasting,4,0.875,1.0,1.0,0.6875,0.9143
Drone/UAV,4,0.625,1.0,1.0,0.75,0.9379
E-Nose/Sensor,3,0.1667,0.3333,0.3333,0.6,0.3174
