kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.7478,0.8671,0.9211,0.6623,0.9011
Telecom/Radar,30,0.9,0.9667,0.9667,0.7017,0.9049
Software Eng/IT,22,0.6136,0.7121,0.8182,0.7032,0.8725
NLP,5,0.3333,0.6,0.6,0.6,0.9014
ML/Forecasting,4,1.0,1.0,1.0,0.6896,0.9374
Drone/UAV,4,0.875,0.875,1.0,0.6167,0.9492
E-Nose/Sensor,3,0.3333,0.7778,1.0,0.4167,0.6241
