kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6623,0.8934,0.9474,0.72,0.9119
Telecom/Radar,30,0.8833,0.9667,0.9667,0.6914,0.9072
Software Eng/IT,22,0.5417,0.8485,0.9545,0.7605,0.909
NLP,5,0.5,1.0,1.0,0.67,0.921
ML/Forecasting,4,0.875,1.0,1.0,0.7708,0.9471
Drone/UAV,4,0.875,0.875,1.0,0.5833,0.9451
E-Nose/Sensor,3,0.2778,0.7778,1.0,0.5,0.9357
