kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6533,0.836,0.8684,0.6831,0.8926
Telecom/Radar,30,0.7833,0.9667,0.9667,0.5842,0.899
Software Eng/IT,22,0.625,0.8788,0.9545,0.6924,0.9055
NLP,5,0.5667,0.8,0.8,0.7333,0.9168
ML/Forecasting,4,1.0,1.0,1.0,0.75,0.9348
Drone/UAV,4,0.6667,1.0,1.0,0.8333,0.9414
E-Nose/Sensor,3,0.3333,0.7778,1.0,0.75,0.5915
