kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5825,0.7592,0.7895,0.6411,0.8251
Telecom/Radar,30,0.6167,0.9667,0.9667,0.6661,0.9377
Software Eng/IT,22,0.5606,0.8182,0.9091,0.573,0.8712
NLP,5,0.4,0.8,0.8,0.6933,0.9129
ML/Forecasting,4,1.0,1.0,1.0,0.6875,0.923
Drone/UAV,4,0.5833,1.0,1.0,0.8333,0.9399
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.125,0.3173
