kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6575,0.8496,0.8947,0.5752,0.9053
Telecom/Radar,30,0.85,0.9667,0.9667,0.6483,0.9015
Software Eng/IT,22,0.6553,0.9091,1.0,0.7417,0.9122
NLP,5,0.5667,0.8,0.8,0.7,0.9229
ML/Forecasting,4,1.0,1.0,1.0,0.7917,0.9286
Drone/UAV,4,0.5833,1.0,1.0,0.7292,0.9303
E-Nose/Sensor,3,0.1944,0.6667,0.6667,0.6389,0.8909
