kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5912,0.7882,0.8289,0.6327,0.8587
Telecom/Radar,30,0.6167,1.0,1.0,0.6672,0.9371
Software Eng/IT,22,0.5909,0.8182,0.9091,0.6294,0.8649
NLP,5,0.2833,0.8,0.8,0.6833,0.9184
ML/Forecasting,4,0.875,1.0,1.0,0.6875,0.9194
Drone/UAV,4,0.5833,1.0,1.0,0.7917,0.9337
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.6667,0.9088
