kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.7237,0.8298,0.8816,0.6738,0.8782
Telecom/Radar,30,0.9333,0.9667,0.9667,0.6736,0.9042
Software Eng/IT,22,0.6818,0.8182,0.9091,0.7484,0.8748
NLP,5,0.5667,0.8,0.8,0.9375,0.7452
ML/Forecasting,4,1.0,1.0,1.0,0.7917,0.9226
Drone/UAV,4,0.7083,1.0,1.0,0.5,0.9522
E-Nose/Sensor,3,0.2222,0.6667,0.6667,1.0,0.2936
