kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.5621,0.7987,0.8289,0.6002,0.8493
Telecom/Radar,30,0.65,1.0,1.0,0.6489,0.9351
Software Eng/IT,22,0.6402,0.8485,0.9545,0.6373,0.8656
NLP,5,0.2833,0.8,0.8,0.6667,0.9222
ML/Forecasting,4,1.0,1.0,1.0,0.5833,0.9349
Drone/UAV,4,0.5833,1.0,1.0,0.7917,0.9378
E-Nose/Sensor,3,0.25,0.4444,0.6667,0.3333,0.2955
