kategori,n,precision_at_k,recall_at_k,hit_at_k,faithfulness,answer_relevancy
Computer Vision,76,0.6379,0.832,0.8816,0.6961,0.8986
Telecom/Radar,30,0.85,0.9667,0.9667,0.6282,0.9041
Software Eng/IT,22,0.6515,0.9091,1.0,0.8167,0.9116
NLP,5,0.5667,0.8,0.8,0.6833,0.9293
ML/Forecasting,4,1.0,1.0,1.0,0.625,0.9206
Drone/UAV,4,0.6667,1.0,1.0,0.7,0.9336
E-Nose/Sensor,3,0.2778,0.7778,1.0,0.6667,0.613
